StudentID,CourseID,CourseName,Rating
60690,66,Hazardous Waste Operations and Emergency Response,87
60691,83,OSHA Fall Protection Course,96
60692,165,10 Hour Construction Industry,98
60693,165,10 Hour Construction Industry,89.5
60694,165,10 Hour Construction Industry,73
60696,165,10 Hour Construction Industry,89
60696,167,30 Hour  General Industry,74
60698,165,10 Hour Construction Industry,93
60698,65,Hazardous Waste Operations and Emergency Response,72
60699,83,OSHA Fall Protection Course,80
60700,165,10 Hour Construction Industry,75.66666667
60701,6,Occupational Safety and Health Standards for General Industry,97
60702,165,10 Hour Construction Industry,76
60703,165,10 Hour Construction Industry,77
60704,165,10 Hour Construction Industry,70
60704,166,10 Hour General Industry,97
60704,88,OSHA Bloodborne Pathogens Course,88
60705,168,30 Hour Construction Industry,84
60705,66,Hazardous Waste Operations and Emergency Response,90
60705,83,OSHA Fall Protection Course,82
60706,83,OSHA Fall Protection Course,81
60707,165,10 Hour Construction Industry,98
60708,167,30 Hour  General Industry,72
60708,168,30 Hour Construction Industry,85.5
60709,5,Occupational Safety and Health Standards for the Construction Industry,93
60710,83,OSHA Fall Protection Course,71
60710,93,OSHA Lockout and Tagout for General Industry,70
60711,166,10 Hour General Industry,81
60712,165,10 Hour Construction Industry,70
60712,168,30 Hour Construction Industry,85
60714,165,10 Hour Construction Industry,90
60714,168,30 Hour Construction Industry,81
60714,6,Occupational Safety and Health Standards for General Industry,71
60714,66,Hazardous Waste Operations and Emergency Response,96
60715,165,10 Hour Construction Industry,89
60715,166,10 Hour General Industry,79
60715,168,30 Hour Construction Industry,90
60716,168,30 Hour Construction Industry,93
60718,166,10 Hour General Industry,87
60720,165,10 Hour Construction Industry,94
60720,166,10 Hour General Industry,97
60721,165,10 Hour Construction Industry,76
60721,167,30 Hour  General Industry,86
60721,5,Occupational Safety and Health Standards for the Construction Industry,93
60722,76,OSHA Rigging and Material Handling,84
60723,166,10 Hour General Industry,80
60724,166,10 Hour General Industry,70
60726,168,30 Hour Construction Industry,75
60728,165,10 Hour Construction Industry,94
60728,84,OSHA Stairways and Ladders Course,91
60729,78,OSHA Electrical for Construction,71
60729,88,OSHA Bloodborne Pathogens Course,92
60730,165,10 Hour Construction Industry,70
60731,5,Occupational Safety and Health Standards for the Construction Industry,82
60731,83,OSHA Fall Protection Course,78
60733,165,10 Hour Construction Industry,95
60734,65,Hazardous Waste Operations and Emergency Response,94
60734,66,Hazardous Waste Operations and Emergency Response,74
60735,65,Hazardous Waste Operations and Emergency Response,93
60736,165,10 Hour Construction Industry,84
60736,166,10 Hour General Industry,70
60738,168,30 Hour Construction Industry,90
60741,168,30 Hour Construction Industry,72
60741,5,Occupational Safety and Health Standards for the Construction Industry,77
60741,84,OSHA Stairways and Ladders Course,72
60742,5,Occupational Safety and Health Standards for the Construction Industry,98
60746,165,10 Hour Construction Industry,95
60746,93,OSHA Lockout and Tagout for General Industry,70
60748,165,10 Hour Construction Industry,99
60751,165,10 Hour Construction Industry,79
60751,84,OSHA Stairways and Ladders Course,78
60751,93,OSHA Lockout and Tagout for General Industry,94
60752,66,Hazardous Waste Operations and Emergency Response,80
60753,167,30 Hour  General Industry,83
60753,168,30 Hour Construction Industry,75
60754,165,10 Hour Construction Industry,95.5
60754,168,30 Hour Construction Industry,82
60754,6,Occupational Safety and Health Standards for General Industry,75
60755,168,30 Hour Construction Industry,83
60755,65,Hazardous Waste Operations and Emergency Response,73
60757,165,10 Hour Construction Industry,80.5
60758,166,10 Hour General Industry,87
60760,165,10 Hour Construction Industry,77
60760,168,30 Hour Construction Industry,79
60760,84,OSHA Stairways and Ladders Course,77
60760,88,OSHA Bloodborne Pathogens Course,81
60761,165,10 Hour Construction Industry,87
60761,166,10 Hour General Industry,85
60764,166,10 Hour General Industry,75
60766,165,10 Hour Construction Industry,80
60767,167,30 Hour  General Industry,78
60767,66,Hazardous Waste Operations and Emergency Response,95
60768,165,10 Hour Construction Industry,91
60770,165,10 Hour Construction Industry,74
60771,167,30 Hour  General Industry,78
60771,168,30 Hour Construction Industry,93
60772,167,30 Hour  General Industry,93
60773,165,10 Hour Construction Industry,99
60773,168,30 Hour Construction Industry,91
60774,167,30 Hour  General Industry,94
60775,5,Occupational Safety and Health Standards for the Construction Industry,75
60776,168,30 Hour Construction Industry,84
60777,165,10 Hour Construction Industry,85
60778,166,10 Hour General Industry,74
60778,76,OSHA Rigging and Material Handling,92
60779,66,Hazardous Waste Operations and Emergency Response,72
60780,168,30 Hour Construction Industry,84
60781,166,10 Hour General Industry,97
60782,165,10 Hour Construction Industry,82
60782,166,10 Hour General Industry,90
60782,94,OSHA Walking and Working Surfaces for General Industry,76
60784,165,10 Hour Construction Industry,80
60784,83,OSHA Fall Protection Course,94
60787,165,10 Hour Construction Industry,75
60787,168,30 Hour Construction Industry,92
60788,165,10 Hour Construction Industry,75
60788,83,OSHA Fall Protection Course,76
60789,5,Occupational Safety and Health Standards for the Construction Industry,92
60789,66,Hazardous Waste Operations and Emergency Response,79
60789,83,OSHA Fall Protection Course,83
60790,66,Hazardous Waste Operations and Emergency Response,90
60791,165,10 Hour Construction Industry,88
60791,168,30 Hour Construction Industry,99
60792,165,10 Hour Construction Industry,79
60792,81,OSHA Scaffolds Course,79
60794,165,10 Hour Construction Industry,96
60794,166,10 Hour General Industry,79
60795,165,10 Hour Construction Industry,76
60796,93,OSHA Lockout and Tagout for General Industry,72
60797,166,10 Hour General Industry,77
60797,83,OSHA Fall Protection Course,95
60799,165,10 Hour Construction Industry,74
60800,66,Hazardous Waste Operations and Emergency Response,82
60802,165,10 Hour Construction Industry,78
60803,66,Hazardous Waste Operations and Emergency Response,75
60804,165,10 Hour Construction Industry,92
60804,65,Hazardous Waste Operations and Emergency Response,75
60805,83,OSHA Fall Protection Course,87
60806,165,10 Hour Construction Industry,74.5
60806,168,30 Hour Construction Industry,84
60807,88,OSHA Bloodborne Pathogens Course,72
60809,167,30 Hour  General Industry,82
60809,168,30 Hour Construction Industry,83
60810,166,10 Hour General Industry,75
60810,88,OSHA Bloodborne Pathogens Course,79
60811,168,30 Hour Construction Industry,73
60812,165,10 Hour Construction Industry,76.5
60812,166,10 Hour General Industry,92
60813,166,10 Hour General Industry,74
60814,166,10 Hour General Industry,73
60814,5,Occupational Safety and Health Standards for the Construction Industry,70
60815,83,OSHA Fall Protection Course,86
60816,165,10 Hour Construction Industry,71
60817,165,10 Hour Construction Industry,84
60817,166,10 Hour General Industry,74
60817,167,30 Hour  General Industry,83
60818,167,30 Hour  General Industry,95
60818,6,Occupational Safety and Health Standards for General Industry,79
60819,165,10 Hour Construction Industry,90
60819,166,10 Hour General Industry,75
60819,66,Hazardous Waste Operations and Emergency Response,78
60822,86,Introduction to OSHA for General Industry,71
60822,88,OSHA Bloodborne Pathogens Course,82
60823,166,10 Hour General Industry,88
60823,168,30 Hour Construction Industry,72
60824,165,10 Hour Construction Industry,86
60824,168,30 Hour Construction Industry,92
60825,167,30 Hour  General Industry,80
60826,88,OSHA Bloodborne Pathogens Course,90
60828,167,30 Hour  General Industry,77
60829,168,30 Hour Construction Industry,78
60832,168,30 Hour Construction Industry,86
60832,89,OSHA Confined Space Entry for General Industry,72
60833,165,10 Hour Construction Industry,89
60834,165,10 Hour Construction Industry,79
60834,166,10 Hour General Industry,91
60834,89,OSHA Confined Space Entry for General Industry,70
60835,166,10 Hour General Industry,87.5
60835,83,OSHA Fall Protection Course,70
60836,165,10 Hour Construction Industry,87
60836,66,Hazardous Waste Operations and Emergency Response,71
60837,165,10 Hour Construction Industry,72
60837,167,30 Hour  General Industry,98
60837,168,30 Hour Construction Industry,93
60837,88,OSHA Bloodborne Pathogens Course,93
60838,168,30 Hour Construction Industry,93
60838,5,Occupational Safety and Health Standards for the Construction Industry,90
60840,165,10 Hour Construction Industry,72
60841,166,10 Hour General Industry,95
60843,168,30 Hour Construction Industry,74
60843,88,OSHA Bloodborne Pathogens Course,90
60844,66,Hazardous Waste Operations and Emergency Response,81
60845,167,30 Hour  General Industry,97
60845,168,30 Hour Construction Industry,86
60845,65,Hazardous Waste Operations and Emergency Response,85
60845,83,OSHA Fall Protection Course,94
60846,165,10 Hour Construction Industry,83
60846,65,Hazardous Waste Operations and Emergency Response,95
60846,66,Hazardous Waste Operations and Emergency Response,79
60849,165,10 Hour Construction Industry,81
60849,166,10 Hour General Industry,86
60851,166,10 Hour General Industry,89
60853,76,OSHA Rigging and Material Handling,99
60854,166,10 Hour General Industry,79
60855,165,10 Hour Construction Industry,77
60855,166,10 Hour General Industry,86
60855,5,Occupational Safety and Health Standards for the Construction Industry,97
60856,66,Hazardous Waste Operations and Emergency Response,98
60857,165,10 Hour Construction Industry,84
60857,166,10 Hour General Industry,83
60857,5,Occupational Safety and Health Standards for the Construction Industry,81
60857,83,OSHA Fall Protection Course,72
60858,65,Hazardous Waste Operations and Emergency Response,94
60859,165,10 Hour Construction Industry,83
60859,168,30 Hour Construction Industry,98
60861,165,10 Hour Construction Industry,70
60861,83,OSHA Fall Protection Course,86
60861,84,OSHA Stairways and Ladders Course,93
60862,165,10 Hour Construction Industry,90
60862,168,30 Hour Construction Industry,90
60864,165,10 Hour Construction Industry,82
60865,165,10 Hour Construction Industry,79.5
60865,68,Introduction to OSHA,89
60866,145,4 Hour Record Keeping,85
60866,165,10 Hour Construction Industry,83
60866,76,OSHA Rigging and Material Handling,94
60867,165,10 Hour Construction Industry,75
60868,165,10 Hour Construction Industry,97
60868,166,10 Hour General Industry,84
60868,167,30 Hour  General Industry,94
60868,66,Hazardous Waste Operations and Emergency Response,70
60869,165,10 Hour Construction Industry,94
60872,166,10 Hour General Industry,89
60873,93,OSHA Lockout and Tagout for General Industry,79
60876,165,10 Hour Construction Industry,90
60876,168,30 Hour Construction Industry,80
60876,83,OSHA Fall Protection Course,73
60878,165,10 Hour Construction Industry,95
60878,83,OSHA Fall Protection Course,87
60879,165,10 Hour Construction Industry,98
60879,78,OSHA Electrical for Construction,99
60880,165,10 Hour Construction Industry,79
60881,168,30 Hour Construction Industry,95
60881,93,OSHA Lockout and Tagout for General Industry,88
60882,166,10 Hour General Industry,99
60882,82,OSHA Personal Protective Equipment,80
60882,88,OSHA Bloodborne Pathogens Course,85
60883,165,10 Hour Construction Industry,87.5
60883,166,10 Hour General Industry,84.5
60883,89,OSHA Confined Space Entry for General Industry,82
60884,165,10 Hour Construction Industry,94
60884,88,OSHA Bloodborne Pathogens Course,89
60886,165,10 Hour Construction Industry,81
60886,166,10 Hour General Industry,96
60886,168,30 Hour Construction Industry,90
60887,166,10 Hour General Industry,79
60887,168,30 Hour Construction Industry,92
60887,88,OSHA Bloodborne Pathogens Course,87
60888,168,30 Hour Construction Industry,82
60889,165,10 Hour Construction Industry,73
60889,167,30 Hour  General Industry,96
60891,165,10 Hour Construction Industry,74
60895,165,10 Hour Construction Industry,71
60896,165,10 Hour Construction Industry,99
60899,166,10 Hour General Industry,96
60899,6,Occupational Safety and Health Standards for General Industry,89
60899,84,OSHA Stairways and Ladders Course,86
60901,165,10 Hour Construction Industry,75
60902,165,10 Hour Construction Industry,99
60903,5,Occupational Safety and Health Standards for the Construction Industry,91
60903,72,OSHA Recordkeeping,76
60904,90,Ergonomics for General Industry,98
60905,166,10 Hour General Industry,86
60906,165,10 Hour Construction Industry,80
60906,6,Occupational Safety and Health Standards for General Industry,95
60907,166,10 Hour General Industry,81
60907,5,Occupational Safety and Health Standards for the Construction Industry,95
60907,93,OSHA Lockout and Tagout for General Industry,77
60909,166,10 Hour General Industry,92
60909,83,OSHA Fall Protection Course,84
60910,165,10 Hour Construction Industry,77
60911,168,30 Hour Construction Industry,97
60911,89,OSHA Confined Space Entry for General Industry,96
60912,165,10 Hour Construction Industry,83
60913,166,10 Hour General Industry,82
60913,168,30 Hour Construction Industry,92.5
60914,165,10 Hour Construction Industry,83
60915,168,30 Hour Construction Industry,80
60915,5,Occupational Safety and Health Standards for the Construction Industry,85
60915,83,OSHA Fall Protection Course,90
60916,5,Occupational Safety and Health Standards for the Construction Industry,77
60917,165,10 Hour Construction Industry,86.5
60918,168,30 Hour Construction Industry,90
60920,165,10 Hour Construction Industry,79
60920,81,OSHA Scaffolds Course,76
60920,83,OSHA Fall Protection Course,78
60921,166,10 Hour General Industry,87
60921,88,OSHA Bloodborne Pathogens Course,92
60922,165,10 Hour Construction Industry,89
60922,168,30 Hour Construction Industry,86
60923,166,10 Hour General Industry,77
60923,78,OSHA Electrical for Construction,77
60924,165,10 Hour Construction Industry,76
60926,66,Hazardous Waste Operations and Emergency Response,70
60927,168,30 Hour Construction Industry,93
60928,81,OSHA Scaffolds Course,77
60930,168,30 Hour Construction Industry,97
60930,93,OSHA Lockout and Tagout for General Industry,70
60932,166,10 Hour General Industry,90
60932,89,OSHA Confined Space Entry for General Industry,78
60933,88,OSHA Bloodborne Pathogens Course,99
60934,165,10 Hour Construction Industry,70
60934,66,Hazardous Waste Operations and Emergency Response,86
60935,166,10 Hour General Industry,99
60936,83,OSHA Fall Protection Course,85
60938,83,OSHA Fall Protection Course,99
60939,165,10 Hour Construction Industry,76.5
60939,166,10 Hour General Industry,78
60939,81,OSHA Scaffolds Course,81
60940,165,10 Hour Construction Industry,81
60940,166,10 Hour General Industry,72
60940,83,OSHA Fall Protection Course,94
60942,168,30 Hour Construction Industry,83
60943,165,10 Hour Construction Industry,83
60943,89,OSHA Confined Space Entry for General Industry,70
60944,165,10 Hour Construction Industry,78
60944,91,OSHA Safety and Health Programs for General Industry,84
60946,165,10 Hour Construction Industry,75
60946,93,OSHA Lockout and Tagout for General Industry,98
60947,66,Hazardous Waste Operations and Emergency Response,76
60950,168,30 Hour Construction Industry,95
60950,83,OSHA Fall Protection Course,80
60951,166,10 Hour General Industry,82
60952,167,30 Hour  General Industry,78
60952,6,Occupational Safety and Health Standards for General Industry,79
60953,165,10 Hour Construction Industry,77
60954,165,10 Hour Construction Industry,94
60954,168,30 Hour Construction Industry,94
60955,167,30 Hour  General Industry,77
60956,167,30 Hour  General Industry,91
60956,5,Occupational Safety and Health Standards for the Construction Industry,97
60957,166,10 Hour General Industry,76
60957,5,Occupational Safety and Health Standards for the Construction Industry,87
60959,165,10 Hour Construction Industry,76
60959,6,Occupational Safety and Health Standards for General Industry,75
60960,166,10 Hour General Industry,96
60962,90,Ergonomics for General Industry,99
60963,166,10 Hour General Industry,81
60963,5,Occupational Safety and Health Standards for the Construction Industry,79
60964,166,10 Hour General Industry,71
60965,165,10 Hour Construction Industry,70
60966,6,Occupational Safety and Health Standards for General Industry,82
60967,166,10 Hour General Industry,89
60968,165,10 Hour Construction Industry,74.5
60968,6,Occupational Safety and Health Standards for General Industry,76
60970,167,30 Hour  General Industry,73
60973,66,Hazardous Waste Operations and Emergency Response,95
60973,88,OSHA Bloodborne Pathogens Course,76
60974,83,OSHA Fall Protection Course,99
60975,66,Hazardous Waste Operations and Emergency Response,80
60976,165,10 Hour Construction Industry,92
60977,165,10 Hour Construction Industry,88
60977,167,30 Hour  General Industry,76
60977,168,30 Hour Construction Industry,95
60977,5,Occupational Safety and Health Standards for the Construction Industry,80
60980,165,10 Hour Construction Industry,90
60980,166,10 Hour General Industry,78
60980,6,Occupational Safety and Health Standards for General Industry,92
60981,165,10 Hour Construction Industry,89
60981,65,Hazardous Waste Operations and Emergency Response,97
60983,165,10 Hour Construction Industry,87
60983,166,10 Hour General Industry,74
60983,93,OSHA Lockout and Tagout for General Industry,92
60985,165,10 Hour Construction Industry,97
60985,168,30 Hour Construction Industry,93
60986,166,10 Hour General Industry,75
60988,168,30 Hour Construction Industry,79
60988,73,OSHA Health Hazards in Construction,91
60989,66,Hazardous Waste Operations and Emergency Response,89
60989,87,Recordkeeping for General Industry,97
60990,166,10 Hour General Industry,73.5
60990,168,30 Hour Construction Industry,94
60991,165,10 Hour Construction Industry,75
60992,81,OSHA Scaffolds Course,85
60993,165,10 Hour Construction Industry,91
60993,5,Occupational Safety and Health Standards for the Construction Industry,88
60993,83,OSHA Fall Protection Course,84
60993,88,OSHA Bloodborne Pathogens Course,89
60995,165,10 Hour Construction Industry,75
60995,71,OSHA Standards and Inspection Procedures,96
60996,165,10 Hour Construction Industry,75
60997,166,10 Hour General Industry,89
60997,65,Hazardous Waste Operations and Emergency Response,78
61000,165,10 Hour Construction Industry,82.5
61000,6,Occupational Safety and Health Standards for General Industry,78
61000,65,Hazardous Waste Operations and Emergency Response,71
61002,88,OSHA Bloodborne Pathogens Course,94
61004,165,10 Hour Construction Industry,90
61004,166,10 Hour General Industry,85
61004,167,30 Hour  General Industry,97
61005,165,10 Hour Construction Industry,81
61005,166,10 Hour General Industry,87
61005,65,Hazardous Waste Operations and Emergency Response,80
61007,168,30 Hour Construction Industry,75
61007,78,OSHA Electrical for Construction,96
61009,165,10 Hour Construction Industry,72
61009,66,Hazardous Waste Operations and Emergency Response,88
61010,165,10 Hour Construction Industry,92
61010,167,30 Hour  General Industry,71
61011,166,10 Hour General Industry,88
61012,165,10 Hour Construction Industry,83
61014,167,30 Hour  General Industry,79
61015,5,Occupational Safety and Health Standards for the Construction Industry,77
61016,165,10 Hour Construction Industry,87.5
61016,166,10 Hour General Industry,83
61017,168,30 Hour Construction Industry,72
61017,89,OSHA Confined Space Entry for General Industry,92
61019,166,10 Hour General Industry,75
61020,165,10 Hour Construction Industry,94
61020,168,30 Hour Construction Industry,93
61020,93,OSHA Lockout and Tagout for General Industry,84
61021,165,10 Hour Construction Industry,97
61022,165,10 Hour Construction Industry,89
61022,166,10 Hour General Industry,85
61022,5,Occupational Safety and Health Standards for the Construction Industry,83.5
61023,167,30 Hour  General Industry,79
61024,76,OSHA Rigging and Material Handling,85
61025,168,30 Hour Construction Industry,95
61026,166,10 Hour General Industry,95
61027,165,10 Hour Construction Industry,81
61027,167,30 Hour  General Industry,91
61028,6,Occupational Safety and Health Standards for General Industry,82
61030,165,10 Hour Construction Industry,84
61031,165,10 Hour Construction Industry,93
61031,83,OSHA Fall Protection Course,78
61032,165,10 Hour Construction Industry,71
61033,166,10 Hour General Industry,79
61034,166,10 Hour General Industry,98
61034,168,30 Hour Construction Industry,83
61036,165,10 Hour Construction Industry,96
61036,166,10 Hour General Industry,96
61039,166,10 Hour General Industry,94
61040,166,10 Hour General Industry,88
61040,81,OSHA Scaffolds Course,80
61040,83,OSHA Fall Protection Course,77
61040,88,OSHA Bloodborne Pathogens Course,82
61041,165,10 Hour Construction Industry,90
61041,166,10 Hour General Industry,95
61041,5,Occupational Safety and Health Standards for the Construction Industry,78
61042,165,10 Hour Construction Industry,76
61042,93,OSHA Lockout and Tagout for General Industry,83
61046,166,10 Hour General Industry,86
61046,168,30 Hour Construction Industry,86
61047,167,30 Hour  General Industry,74
61048,165,10 Hour Construction Industry,83
61049,167,30 Hour  General Industry,85
61049,5,Occupational Safety and Health Standards for the Construction Industry,97
61049,81,OSHA Scaffolds Course,76
61051,165,10 Hour Construction Industry,75
61051,166,10 Hour General Industry,70
61051,5,Occupational Safety and Health Standards for the Construction Industry,74
61053,66,Hazardous Waste Operations and Emergency Response,71
61054,168,30 Hour Construction Industry,80
61054,88,OSHA Bloodborne Pathogens Course,99
61055,166,10 Hour General Industry,83
61055,167,30 Hour  General Industry,89
61056,165,10 Hour Construction Industry,99
61056,166,10 Hour General Industry,92
61056,167,30 Hour  General Industry,78
61057,83,OSHA Fall Protection Course,72
61058,166,10 Hour General Industry,81
61061,168,30 Hour Construction Industry,82
61062,168,30 Hour Construction Industry,88
61062,6,Occupational Safety and Health Standards for General Industry,97
61063,66,Hazardous Waste Operations and Emergency Response,75
61063,81,OSHA Scaffolds Course,81
61065,165,10 Hour Construction Industry,95
61065,166,10 Hour General Industry,70.5
61065,76,OSHA Rigging and Material Handling,84
61066,165,10 Hour Construction Industry,82.5
61066,5,Occupational Safety and Health Standards for the Construction Industry,87
61067,165,10 Hour Construction Industry,84
61069,168,30 Hour Construction Industry,75
61069,66,Hazardous Waste Operations and Emergency Response,74
61069,81,OSHA Scaffolds Course,88
61070,165,10 Hour Construction Industry,92
61070,166,10 Hour General Industry,92
61070,6,Occupational Safety and Health Standards for General Industry,71
61071,168,30 Hour Construction Industry,98
61072,168,30 Hour Construction Industry,72
61073,168,30 Hour Construction Industry,79
61073,5,Occupational Safety and Health Standards for the Construction Industry,95
61074,167,30 Hour  General Industry,73
61075,165,10 Hour Construction Industry,94
61075,66,Hazardous Waste Operations and Emergency Response,98
61076,166,10 Hour General Industry,98
61078,165,10 Hour Construction Industry,79
61080,5,Occupational Safety and Health Standards for the Construction Industry,75
61081,166,10 Hour General Industry,83
61082,168,30 Hour Construction Industry,97
61082,83,OSHA Fall Protection Course,93
61085,165,10 Hour Construction Industry,88
61085,75,OSHA Safety Programs and Subpart C,79
61085,93,OSHA Lockout and Tagout for General Industry,74
61086,167,30 Hour  General Industry,93
61086,66,Hazardous Waste Operations and Emergency Response,95
61087,167,30 Hour  General Industry,98
61087,66,Hazardous Waste Operations and Emergency Response,76
61088,166,10 Hour General Industry,83
61088,88,OSHA Bloodborne Pathogens Course,92
61091,5,Occupational Safety and Health Standards for the Construction Industry,81
61092,165,10 Hour Construction Industry,78
61095,165,10 Hour Construction Industry,92
61096,81,OSHA Scaffolds Course,99
61099,6,Occupational Safety and Health Standards for General Industry,86
61100,165,10 Hour Construction Industry,89
61100,167,30 Hour  General Industry,99
61101,166,10 Hour General Industry,72
61101,6,Occupational Safety and Health Standards for General Industry,87
61102,165,10 Hour Construction Industry,84
61103,165,10 Hour Construction Industry,85.33333333
61105,65,Hazardous Waste Operations and Emergency Response,79
61105,66,Hazardous Waste Operations and Emergency Response,70
61105,89,OSHA Confined Space Entry for General Industry,96
61106,165,10 Hour Construction Industry,82
61107,165,10 Hour Construction Industry,97
61107,166,10 Hour General Industry,87
61107,5,Occupational Safety and Health Standards for the Construction Industry,97
61107,83,OSHA Fall Protection Course,71
61109,5,Occupational Safety and Health Standards for the Construction Industry,81
61111,79,OSHA Excavations for Construction,72
61112,168,30 Hour Construction Industry,77
61113,168,30 Hour Construction Industry,96
61114,165,10 Hour Construction Industry,81
61114,166,10 Hour General Industry,92
61115,165,10 Hour Construction Industry,90
61115,168,30 Hour Construction Industry,92
61116,165,10 Hour Construction Industry,81
61116,166,10 Hour General Industry,90
61117,145,4 Hour Record Keeping,75
61117,165,10 Hour Construction Industry,80
61117,6,Occupational Safety and Health Standards for General Industry,78
61118,83,OSHA Fall Protection Course,71
61119,165,10 Hour Construction Industry,91
61120,165,10 Hour Construction Industry,71
61121,93,OSHA Lockout and Tagout for General Industry,75
61122,165,10 Hour Construction Industry,83
61122,167,30 Hour  General Industry,79
61124,165,10 Hour Construction Industry,77
61125,167,30 Hour  General Industry,86
61126,165,10 Hour Construction Industry,70
61126,168,30 Hour Construction Industry,98
61127,165,10 Hour Construction Industry,88
61127,168,30 Hour Construction Industry,89
61129,165,10 Hour Construction Industry,74
61129,166,10 Hour General Industry,90
61129,83,OSHA Fall Protection Course,79
61131,168,30 Hour Construction Industry,71
61134,165,10 Hour Construction Industry,77
61134,168,30 Hour Construction Industry,95
61134,88,OSHA Bloodborne Pathogens Course,91
61135,5,Occupational Safety and Health Standards for the Construction Industry,94
61135,94,OSHA Walking and Working Surfaces for General Industry,83
61136,165,10 Hour Construction Industry,85
61136,166,10 Hour General Industry,95
61137,165,10 Hour Construction Industry,73
61139,76,OSHA Rigging and Material Handling,94
61141,165,10 Hour Construction Industry,80
61142,165,10 Hour Construction Industry,86
61144,165,10 Hour Construction Industry,84
61145,168,30 Hour Construction Industry,71
61145,88,OSHA Bloodborne Pathogens Course,75
61147,5,Occupational Safety and Health Standards for the Construction Industry,79
61147,66,Hazardous Waste Operations and Emergency Response,89
61148,167,30 Hour  General Industry,71
61148,5,Occupational Safety and Health Standards for the Construction Industry,97
61148,83,OSHA Fall Protection Course,93
61149,168,30 Hour Construction Industry,81
61149,5,Occupational Safety and Health Standards for the Construction Industry,74
61150,165,10 Hour Construction Industry,86
61151,165,10 Hour Construction Industry,86
61153,168,30 Hour Construction Industry,71
61157,165,10 Hour Construction Industry,82
61158,165,10 Hour Construction Industry,95
61159,168,30 Hour Construction Industry,84
61159,83,OSHA Fall Protection Course,86
61159,93,OSHA Lockout and Tagout for General Industry,98
61160,165,10 Hour Construction Industry,75
61160,166,10 Hour General Industry,82
61160,5,Occupational Safety and Health Standards for the Construction Industry,87
61161,5,Occupational Safety and Health Standards for the Construction Industry,92
61161,66,Hazardous Waste Operations and Emergency Response,72
61161,88,OSHA Bloodborne Pathogens Course,83
61162,166,10 Hour General Industry,99
61164,66,Hazardous Waste Operations and Emergency Response,77
61165,165,10 Hour Construction Industry,70
61165,166,10 Hour General Industry,93
61165,167,30 Hour  General Industry,70
61166,165,10 Hour Construction Industry,95
61167,166,10 Hour General Industry,77
61167,66,Hazardous Waste Operations and Emergency Response,96
61167,76,OSHA Rigging and Material Handling,92
61167,84,OSHA Stairways and Ladders Course,93
61168,167,30 Hour  General Industry,88
61169,165,10 Hour Construction Industry,71
61169,166,10 Hour General Industry,87
61170,165,10 Hour Construction Industry,88.5
61170,5,Occupational Safety and Health Standards for the Construction Industry,78
61171,165,10 Hour Construction Industry,84
61172,165,10 Hour Construction Industry,96
61172,166,10 Hour General Industry,70
61172,168,30 Hour Construction Industry,82
61174,165,10 Hour Construction Industry,71
61174,168,30 Hour Construction Industry,73
61175,66,Hazardous Waste Operations and Emergency Response,87
61176,168,30 Hour Construction Industry,92
61177,165,10 Hour Construction Industry,79
61177,168,30 Hour Construction Industry,79
61177,83,OSHA Fall Protection Course,95
61179,165,10 Hour Construction Industry,84.5
61179,66,Hazardous Waste Operations and Emergency Response,86
61180,78,OSHA Electrical for Construction,72
61181,165,10 Hour Construction Industry,80.5
61181,166,10 Hour General Industry,77
61182,165,10 Hour Construction Industry,80.5
61182,78,OSHA Electrical for Construction,75
61183,165,10 Hour Construction Industry,90
61183,166,10 Hour General Industry,93
61183,66,Hazardous Waste Operations and Emergency Response,99
61185,166,10 Hour General Industry,94
61186,83,OSHA Fall Protection Course,80
61189,165,10 Hour Construction Industry,85.5
61189,168,30 Hour Construction Industry,75
61190,168,30 Hour Construction Industry,94
61192,168,30 Hour Construction Industry,72
61192,93,OSHA Lockout and Tagout for General Industry,87
61193,165,10 Hour Construction Industry,94
61193,166,10 Hour General Industry,95
61197,165,10 Hour Construction Industry,78
61199,165,10 Hour Construction Industry,82.5
61200,83,OSHA Fall Protection Course,78
61201,165,10 Hour Construction Industry,82
61201,166,10 Hour General Industry,78
61201,168,30 Hour Construction Industry,75
61202,166,10 Hour General Industry,91
61204,165,10 Hour Construction Industry,76
61205,166,10 Hour General Industry,79
61205,80,OSHA Fire Prevention for Construction,74
61206,165,10 Hour Construction Industry,91
61208,165,10 Hour Construction Industry,89
61209,165,10 Hour Construction Industry,96
61209,66,Hazardous Waste Operations and Emergency Response,94
61210,165,10 Hour Construction Industry,98
61211,166,10 Hour General Industry,85
61212,165,10 Hour Construction Industry,74
61212,168,30 Hour Construction Industry,88.33333333
61213,167,30 Hour  General Industry,97
61213,89,OSHA Confined Space Entry for General Industry,78
61213,93,OSHA Lockout and Tagout for General Industry,87
61214,83,OSHA Fall Protection Course,94
61215,165,10 Hour Construction Industry,87
61219,95,OSHA Personal Protective Equipment for General Industry,99
61221,167,30 Hour  General Industry,82
61222,165,10 Hour Construction Industry,71
61224,165,10 Hour Construction Industry,79
61225,93,OSHA Lockout and Tagout for General Industry,70
61228,168,30 Hour Construction Industry,82
61228,83,OSHA Fall Protection Course,99
61230,166,10 Hour General Industry,85
61231,165,10 Hour Construction Industry,85
61233,5,Occupational Safety and Health Standards for the Construction Industry,87
61234,165,10 Hour Construction Industry,99
61234,168,30 Hour Construction Industry,85
