StudentID,CourseID,CourseName,,,Rating
54245,168,30 Hour Construction Industry,,,78
54247,168,30 Hour Construction Industry,,,99
54248,165,10 Hour Construction Industry,,,79
54248,168,30 Hour Construction Industry,,,73
54249,165,10 Hour Construction Industry,,,89
54250,166,10 Hour General Industry,,,78
54251,166,10 Hour General Industry,,,98
54252,6,Occupational Safety and Health Standards for General Industry,,,96
54252,66,Hazardous Waste Operations and Emergency Response,,,94
54254,167,30 Hour  General Industry,,,96
54255,81,OSHA Scaffolds Course,,,81
54256,166,10 Hour General Industry,,,96
54257,5,Occupational Safety and Health Standards for the Construction Industry,,,83
54259,165,10 Hour Construction Industry,,,96
54260,165,10 Hour Construction Industry,,,97
54260,65,Hazardous Waste Operations and Emergency Response,,,78
54261,167,30 Hour  General Industry,,,92
54261,78,OSHA Electrical for Construction,,,96
54262,166,10 Hour General Industry,,,86
54262,81,OSHA Scaffolds Course,,,89
54264,165,10 Hour Construction Industry,,,99
54264,168,30 Hour Construction Industry,,,81
54265,165,10 Hour Construction Industry,,,82
54265,66,Hazardous Waste Operations and Emergency Response,,,87
54268,165,10 Hour Construction Industry,,,88
54268,88,OSHA Bloodborne Pathogens Course,,,86
54269,165,10 Hour Construction Industry,,,93
54271,165,10 Hour Construction Industry,,,100
54271,76,OSHA Rigging and Material Handling,,,93
54272,165,10 Hour Construction Industry,,,86
54273,165,10 Hour Construction Industry,,,86
54273,65,Hazardous Waste Operations and Emergency Response,,,94
54274,168,30 Hour Construction Industry,,,83
54276,168,30 Hour Construction Industry,,,72
54276,65,Hazardous Waste Operations and Emergency Response,,,98
54277,78,OSHA Electrical for Construction,,,71
54279,165,10 Hour Construction Industry,,,89
54280,165,10 Hour Construction Industry,,,75
54281,165,10 Hour Construction Industry,,,72
54282,165,10 Hour Construction Industry,,,78
54284,168,30 Hour Construction Industry,,,93
54285,165,10 Hour Construction Industry,,,80
54285,66,Hazardous Waste Operations and Emergency Response,,,77
54285,83,OSHA Fall Protection Course,,,91
54286,166,10 Hour General Industry,,,83
54286,83,OSHA Fall Protection Course,,,81
54287,165,10 Hour Construction Industry,,,78
54288,168,30 Hour Construction Industry,,,98
54289,80,OSHA Fire Prevention for Construction,,,95
54290,165,10 Hour Construction Industry,,,84
54291,165,10 Hour Construction Industry,,,77
54292,165,10 Hour Construction Industry,,,94
54293,84,OSHA Stairways and Ladders Course,,,86
54293,91,OSHA Safety and Health Programs for General Industry,,,95
54295,165,10 Hour Construction Industry,,,87
54295,168,30 Hour Construction Industry,,,83
54296,167,30 Hour  General Industry,,,75
54297,168,30 Hour Construction Industry,,,74
54298,165,10 Hour Construction Industry,,,95
54299,165,10 Hour Construction Industry,,,76
54299,168,30 Hour Construction Industry,,,80
54300,168,30 Hour Construction Industry,,,71
54300,66,Hazardous Waste Operations and Emergency Response,,,98
54300,96,OSHA Fire Detection and Protection for General Industry,,,89
54301,167,30 Hour  General Industry,,,73
54302,165,10 Hour Construction Industry,,,96
54303,166,10 Hour General Industry,,,93
54304,167,30 Hour  General Industry,,,82
54304,168,30 Hour Construction Industry,,,97
54306,165,10 Hour Construction Industry,,,94.5
54307,5,Occupational Safety and Health Standards for the Construction Industry,,,83
54308,167,30 Hour  General Industry,,,97
54309,165,10 Hour Construction Industry,,,92
54309,6,Occupational Safety and Health Standards for General Industry,,,77
54310,165,10 Hour Construction Industry,,,94
54313,165,10 Hour Construction Industry,,,77
54313,5,Occupational Safety and Health Standards for the Construction Industry,,,91.5
54314,165,10 Hour Construction Industry,,,85
54315,88,OSHA Bloodborne Pathogens Course,,,92
54317,168,30 Hour Construction Industry,,,81
54318,167,30 Hour  General Industry,,,81
54319,168,30 Hour Construction Industry,,,74
54320,166,10 Hour General Industry,,,97
54321,167,30 Hour  General Industry,,,84
54323,83,OSHA Fall Protection Course,,,83
54324,166,10 Hour General Industry,,,77.5
54324,83,OSHA Fall Protection Course,,,98
54327,66,Hazardous Waste Operations and Emergency Response,,,71
54328,166,10 Hour General Industry,,,84
54328,167,30 Hour  General Industry,,,75
54330,165,10 Hour Construction Industry,,,84
54330,81,OSHA Scaffolds Course,,,75
54331,165,10 Hour Construction Industry,,,85
54331,168,30 Hour Construction Industry,,,86
54331,66,Hazardous Waste Operations and Emergency Response,,,72
54332,166,10 Hour General Industry,,,99
54332,168,30 Hour Construction Industry,,,88
54333,165,10 Hour Construction Industry,,,100
54333,168,30 Hour Construction Industry,,,94
54335,5,Occupational Safety and Health Standards for the Construction Industry,,,96
54336,165,10 Hour Construction Industry,,,79
54337,6,Occupational Safety and Health Standards for General Industry,,,73
54338,165,10 Hour Construction Industry,,,71
54338,166,10 Hour General Industry,,,77
54342,165,10 Hour Construction Industry,,,99
54342,168,30 Hour Construction Industry,,,84
54343,168,30 Hour Construction Industry,,,90
54344,165,10 Hour Construction Industry,,,91
54344,81,OSHA Scaffolds Course,,,95
54346,165,10 Hour Construction Industry,,,74
54347,166,10 Hour General Industry,,,72
54348,165,10 Hour Construction Industry,,,87
54351,5,Occupational Safety and Health Standards for the Construction Industry,,,96
54352,165,10 Hour Construction Industry,,,71
54353,166,10 Hour General Industry,,,78
54353,89,OSHA Confined Space Entry for General Industry,,,82
54354,165,10 Hour Construction Industry,,,86
54356,168,30 Hour Construction Industry,,,72
54357,165,10 Hour Construction Industry,,,82.5
54357,5,Occupational Safety and Health Standards for the Construction Industry,,,90
54358,165,10 Hour Construction Industry,,,96
54358,167,30 Hour  General Industry,,,72
54358,66,Hazardous Waste Operations and Emergency Response,,,72
54359,66,Hazardous Waste Operations and Emergency Response,,,94
54361,165,10 Hour Construction Industry,,,71
54362,166,10 Hour General Industry,,,96
54363,165,10 Hour Construction Industry,,,85
54363,166,10 Hour General Industry,,,81
54365,167,30 Hour  General Industry,,,81
54365,6,Occupational Safety and Health Standards for General Industry,,,97
54365,68,Introduction to OSHA,,,98
54365,84,OSHA Stairways and Ladders Course,,,88
54365,89,OSHA Confined Space Entry for General Industry,,,89
54366,168,30 Hour Construction Industry,,,94
54366,89,OSHA Confined Space Entry for General Industry,,,91
54367,168,30 Hour Construction Industry,,,90
54368,168,30 Hour Construction Industry,,,89
54369,89,OSHA Confined Space Entry for General Industry,,,88
54371,81,OSHA Scaffolds Course,,,76
54371,85,OSHA Concrete and Masonry Construction for Construction,,,80
54372,165,10 Hour Construction Industry,,,99
54373,165,10 Hour Construction Industry,,,96.5
54374,79,OSHA Excavations for Construction,,,87
54376,81,OSHA Scaffolds Course,,,80
54376,88,OSHA Bloodborne Pathogens Course,,,85
54378,165,10 Hour Construction Industry,,,78
54379,167,30 Hour  General Industry,,,94
54379,66,Hazardous Waste Operations and Emergency Response,,,71
54381,83,OSHA Fall Protection Course,,,77
54382,168,30 Hour Construction Industry,,,77
54383,167,30 Hour  General Industry,,,80
54385,83,OSHA Fall Protection Course,,,93
54386,165,10 Hour Construction Industry,,,98
54386,168,30 Hour Construction Industry,,,76
54387,78,OSHA Electrical for Construction,,,73
54387,90,Ergonomics for General Industry,,,87
54388,165,10 Hour Construction Industry,,,82
54389,6,Occupational Safety and Health Standards for General Industry,,,93
54390,165,10 Hour Construction Industry,,,81
54390,168,30 Hour Construction Industry,,,83
54390,81,OSHA Scaffolds Course,,,88
54391,166,10 Hour General Industry,,,81
54391,78,OSHA Electrical for Construction,,,76
54393,166,10 Hour General Industry,,,100
54394,165,10 Hour Construction Industry,,,78.5
54394,83,OSHA Fall Protection Course,,,83
54396,165,10 Hour Construction Industry,,,84
54396,166,10 Hour General Industry,,,77
54399,166,10 Hour General Industry,,,83
54399,6,Occupational Safety and Health Standards for General Industry,,,99
54402,168,30 Hour Construction Industry,,,71
54402,83,OSHA Fall Protection Course,,,76
54403,165,10 Hour Construction Industry,,,92
54405,168,30 Hour Construction Industry,,,77
54405,66,Hazardous Waste Operations and Emergency Response,,,89
54405,81,OSHA Scaffolds Course,,,96
54406,165,10 Hour Construction Industry,,,87
54406,89,OSHA Confined Space Entry for General Industry,,,87
54408,165,10 Hour Construction Industry,,,99
54409,165,10 Hour Construction Industry,,,78
54410,165,10 Hour Construction Industry,,,88
54411,5,Occupational Safety and Health Standards for the Construction Industry,,,88
54411,89,OSHA Confined Space Entry for General Industry,,,100
54412,166,10 Hour General Industry,,,93
54413,165,10 Hour Construction Industry,,,91
54413,166,10 Hour General Industry,,,73
54413,83,OSHA Fall Protection Course,,,87
54413,88,OSHA Bloodborne Pathogens Course,,,77
54414,165,10 Hour Construction Industry,,,81.5
54414,168,30 Hour Construction Industry,,,81
54416,165,10 Hour Construction Industry,,,86
54416,66,Hazardous Waste Operations and Emergency Response,,,80
54419,66,Hazardous Waste Operations and Emergency Response,,,80
54419,93,OSHA Lockout and Tagout for General Industry,,,94
54422,66,Hazardous Waste Operations and Emergency Response,,,73
54423,66,Hazardous Waste Operations and Emergency Response,,,88
54424,165,10 Hour Construction Industry,,,77
54424,166,10 Hour General Industry,,,71
54426,165,10 Hour Construction Industry,,,72
54428,165,10 Hour Construction Industry,,,72
54429,165,10 Hour Construction Industry,,,95.5
54429,78,OSHA Electrical for Construction,,,93
54431,168,30 Hour Construction Industry,,,83
54431,78,OSHA Electrical for Construction,,,94
54432,165,10 Hour Construction Industry,,,100
54433,165,10 Hour Construction Industry,,,87
54433,168,30 Hour Construction Industry,,,81
54433,66,Hazardous Waste Operations and Emergency Response,,,72
54434,167,30 Hour  General Industry,,,97
54434,81,OSHA Scaffolds Course,,,91
54435,168,30 Hour Construction Industry,,,74
54436,165,10 Hour Construction Industry,,,71
54436,168,30 Hour Construction Industry,,,86
54436,83,OSHA Fall Protection Course,,,77
54436,88,OSHA Bloodborne Pathogens Course,,,75
54437,165,10 Hour Construction Industry,,,91
54437,166,10 Hour General Industry,,,97
54438,165,10 Hour Construction Industry,,,88
54439,165,10 Hour Construction Industry,,,96
54439,6,Occupational Safety and Health Standards for General Industry,,,97
54440,168,30 Hour Construction Industry,,,94
54441,165,10 Hour Construction Industry,,,85
54441,81,OSHA Scaffolds Course,,,78
54442,81,OSHA Scaffolds Course,,,97
54443,165,10 Hour Construction Industry,,,76
54443,166,10 Hour General Industry,,,93
54443,168,30 Hour Construction Industry,,,95
54443,77,"OSHA Cranes, Derricks, Hoists, Elevators, and Conveyors for Construction",,,84
54444,165,10 Hour Construction Industry,,,83.5
54444,167,30 Hour  General Industry,,,79
54446,165,10 Hour Construction Industry,,,90
54448,165,10 Hour Construction Industry,,,96.5
54448,5,Occupational Safety and Health Standards for the Construction Industry,,,92
54449,165,10 Hour Construction Industry,,,100
54450,83,OSHA Fall Protection Course,,,78
54451,168,30 Hour Construction Industry,,,97
54452,93,OSHA Lockout and Tagout for General Industry,,,74
54454,165,10 Hour Construction Industry,,,95
54455,165,10 Hour Construction Industry,,,88
54455,168,30 Hour Construction Industry,,,92
54455,66,Hazardous Waste Operations and Emergency Response,,,78
54455,77,"OSHA Cranes, Derricks, Hoists, Elevators, and Conveyors for Construction",,,99
54455,84,OSHA Stairways and Ladders Course,,,95
54456,94,OSHA Walking and Working Surfaces for General Industry,,,96
54457,165,10 Hour Construction Industry,,,76
54458,166,10 Hour General Industry,,,93
54459,168,30 Hour Construction Industry,,,92
54460,167,30 Hour  General Industry,,,80
54460,168,30 Hour Construction Industry,,,80
54460,76,OSHA Rigging and Material Handling,,,77
54462,5,Occupational Safety and Health Standards for the Construction Industry,,,72
54463,165,10 Hour Construction Industry,,,86
54464,165,10 Hour Construction Industry,,,84
54465,168,30 Hour Construction Industry,,,78
54466,66,Hazardous Waste Operations and Emergency Response,,,76
54466,76,OSHA Rigging and Material Handling,,,86
54466,81,OSHA Scaffolds Course,,,90
54467,165,10 Hour Construction Industry,,,71
54469,66,Hazardous Waste Operations and Emergency Response,,,72
54470,165,10 Hour Construction Industry,,,95
54470,166,10 Hour General Industry,,,97
54472,165,10 Hour Construction Industry,,,79
54472,166,10 Hour General Industry,,,90
54475,165,10 Hour Construction Industry,,,100
54477,65,Hazardous Waste Operations and Emergency Response,,,74
54477,93,OSHA Lockout and Tagout for General Industry,,,81
54478,166,10 Hour General Industry,,,98
54479,165,10 Hour Construction Industry,,,88
54479,166,10 Hour General Industry,,,95
54480,165,10 Hour Construction Industry,,,74
54480,168,30 Hour Construction Industry,,,95
54480,6,Occupational Safety and Health Standards for General Industry,,,86
54480,65,Hazardous Waste Operations and Emergency Response,,,74
54481,167,30 Hour  General Industry,,,86
54482,65,Hazardous Waste Operations and Emergency Response,,,82
54482,83,OSHA Fall Protection Course,,,99
54483,5,Occupational Safety and Health Standards for the Construction Industry,,,75
54484,93,OSHA Lockout and Tagout for General Industry,,,84
54485,5,Occupational Safety and Health Standards for the Construction Industry,,,72
54486,165,10 Hour Construction Industry,,,90
54486,166,10 Hour General Industry,,,87
54486,81,OSHA Scaffolds Course,,,83
54487,165,10 Hour Construction Industry,,,89
54489,165,10 Hour Construction Industry,,,90
54489,168,30 Hour Construction Industry,,,90
54491,165,10 Hour Construction Industry,,,80
54492,165,10 Hour Construction Industry,,,94.5
54492,166,10 Hour General Industry,,,84
54492,168,30 Hour Construction Industry,,,94
54493,165,10 Hour Construction Industry,,,97
54495,166,10 Hour General Industry,,,81
54495,168,30 Hour Construction Industry,,,80
54496,165,10 Hour Construction Industry,,,78
54496,166,10 Hour General Industry,,,75
54497,166,10 Hour General Industry,,,77
54499,166,10 Hour General Industry,,,87
54499,168,30 Hour Construction Industry,,,97
54501,166,10 Hour General Industry,,,79
54501,66,Hazardous Waste Operations and Emergency Response,,,93
54502,66,Hazardous Waste Operations and Emergency Response,,,77
54503,165,10 Hour Construction Industry,,,81
54504,165,10 Hour Construction Industry,,,82
54505,166,10 Hour General Industry,,,74
54505,65,Hazardous Waste Operations and Emergency Response,,,72
54507,166,10 Hour General Industry,,,97
54507,168,30 Hour Construction Industry,,,76
54508,168,30 Hour Construction Industry,,,81
54509,165,10 Hour Construction Industry,,,87
54509,168,30 Hour Construction Industry,,,82
54510,78,OSHA Electrical for Construction,,,88
54510,88,OSHA Bloodborne Pathogens Course,,,77
54511,165,10 Hour Construction Industry,,,77
54512,6,Occupational Safety and Health Standards for General Industry,,,87
54513,83,OSHA Fall Protection Course,,,95
54514,165,10 Hour Construction Industry,,,88
54515,66,Hazardous Waste Operations and Emergency Response,,,100
54517,88,OSHA Bloodborne Pathogens Course,,,86
54518,168,30 Hour Construction Industry,,,82.5
54521,92,OSHA Machine Guarding for General Industry,,,88
54522,165,10 Hour Construction Industry,,,83
54522,166,10 Hour General Industry,,,85
54523,168,30 Hour Construction Industry,,,97
54524,165,10 Hour Construction Industry,,,83
54524,89,OSHA Confined Space Entry for General Industry,,,79
54524,93,OSHA Lockout and Tagout for General Industry,,,100
54525,166,10 Hour General Industry,,,79
54526,166,10 Hour General Industry,,,80
54527,165,10 Hour Construction Industry,,,82.5
54528,166,10 Hour General Industry,,,72
54528,5,Occupational Safety and Health Standards for the Construction Industry,,,94
54529,5,Occupational Safety and Health Standards for the Construction Industry,,,92
54529,89,OSHA Confined Space Entry for General Industry,,,89
54530,166,10 Hour General Industry,,,94
54531,166,10 Hour General Industry,,,85
54531,168,30 Hour Construction Industry,,,99
54531,88,OSHA Bloodborne Pathogens Course,,,87
54532,93,OSHA Lockout and Tagout for General Industry,,,85
54533,165,10 Hour Construction Industry,,,79
54533,75,OSHA Safety Programs and Subpart C,,,87
54534,165,10 Hour Construction Industry,,,72
54534,65,Hazardous Waste Operations and Emergency Response,,,96
54535,165,10 Hour Construction Industry,,,97
54538,165,10 Hour Construction Industry,,,88
54540,66,Hazardous Waste Operations and Emergency Response,,,97
54542,168,30 Hour Construction Industry,,,96
54542,80,OSHA Fire Prevention for Construction,,,93
54543,165,10 Hour Construction Industry,,,96
54544,165,10 Hour Construction Industry,,,78
54544,81,OSHA Scaffolds Course,,,96
54545,168,30 Hour Construction Industry,,,74
54546,88,OSHA Bloodborne Pathogens Course,,,78
54547,165,10 Hour Construction Industry,,,80
54548,83,OSHA Fall Protection Course,,,79
54548,94,OSHA Walking and Working Surfaces for General Industry,,,78
54549,78,OSHA Electrical for Construction,,,98
54550,166,10 Hour General Industry,,,89
54552,165,10 Hour Construction Industry,,,89.5
54552,167,30 Hour  General Industry,,,83
54554,5,Occupational Safety and Health Standards for the Construction Industry,,,83
54555,165,10 Hour Construction Industry,,,74
54557,83,OSHA Fall Protection Course,,,81
54560,88,OSHA Bloodborne Pathogens Course,,,72
54561,165,10 Hour Construction Industry,,,96
54561,168,30 Hour Construction Industry,,,84
54561,83,OSHA Fall Protection Course,,,97
54562,6,Occupational Safety and Health Standards for General Industry,,,72
54564,166,10 Hour General Industry,,,75
54565,165,10 Hour Construction Industry,,,99
54565,166,10 Hour General Industry,,,83
54565,168,30 Hour Construction Industry,,,87
54565,84,OSHA Stairways and Ladders Course,,,83
54566,92,OSHA Machine Guarding for General Industry,,,84
54567,168,30 Hour Construction Industry,,,98
54569,165,10 Hour Construction Industry,,,77
54571,165,10 Hour Construction Industry,,,97
54573,65,Hazardous Waste Operations and Emergency Response,,,90
54574,166,10 Hour General Industry,,,82.5
54574,168,30 Hour Construction Industry,,,72
54575,66,Hazardous Waste Operations and Emergency Response,,,85
54576,166,10 Hour General Industry,,,81
54578,168,30 Hour Construction Industry,,,85
54579,165,10 Hour Construction Industry,,,93
54579,168,30 Hour Construction Industry,,,80
54579,86,Introduction to OSHA for General Industry,,,97
54580,165,10 Hour Construction Industry,,,82
54581,168,30 Hour Construction Industry,,,83
54583,93,OSHA Lockout and Tagout for General Industry,,,90
54584,165,10 Hour Construction Industry,,,79
54585,93,OSHA Lockout and Tagout for General Industry,,,92
54586,165,10 Hour Construction Industry,,,82
54587,165,10 Hour Construction Industry,,,88
54587,76,OSHA Rigging and Material Handling,,,79
54587,81,OSHA Scaffolds Course,,,83
54588,165,10 Hour Construction Industry,,,98
54590,66,Hazardous Waste Operations and Emergency Response,,,95
54591,166,10 Hour General Industry,,,86
54592,165,10 Hour Construction Industry,,,71
54592,168,30 Hour Construction Industry,,,93
54593,165,10 Hour Construction Industry,,,99
54594,166,10 Hour General Industry,,,81
54595,165,10 Hour Construction Industry,,,83
54595,167,30 Hour  General Industry,,,91
54595,83,OSHA Fall Protection Course,,,71
54596,165,10 Hour Construction Industry,,,97
54598,65,Hazardous Waste Operations and Emergency Response,,,83
54598,83,OSHA Fall Protection Course,,,78
54598,88,OSHA Bloodborne Pathogens Course,,,83
54599,81,OSHA Scaffolds Course,,,78
54600,165,10 Hour Construction Industry,,,97
54600,5,Occupational Safety and Health Standards for the Construction Industry,,,75
54600,83,OSHA Fall Protection Course,,,97
54601,166,10 Hour General Industry,,,80
54602,65,Hazardous Waste Operations and Emergency Response,,,74
54603,168,30 Hour Construction Industry,,,95
54603,66,Hazardous Waste Operations and Emergency Response,,,94
54605,6,Occupational Safety and Health Standards for General Industry,,,97
54605,88,OSHA Bloodborne Pathogens Course,,,71
54606,165,10 Hour Construction Industry,,,90
54606,166,10 Hour General Industry,,,72
54606,85,OSHA Concrete and Masonry Construction for Construction,,,98
54607,165,10 Hour Construction Industry,,,96
54610,166,10 Hour General Industry,,,82
54610,66,Hazardous Waste Operations and Emergency Response,,,72
54611,165,10 Hour Construction Industry,,,72
54612,165,10 Hour Construction Industry,,,80
54612,65,Hazardous Waste Operations and Emergency Response,,,87
54614,165,10 Hour Construction Industry,,,94
54615,167,30 Hour  General Industry,,,75
54616,166,10 Hour General Industry,,,84
54617,165,10 Hour Construction Industry,,,75
54617,168,30 Hour Construction Industry,,,89
54618,167,30 Hour  General Industry,,,75
54619,166,10 Hour General Industry,,,83
54622,165,10 Hour Construction Industry,,,75
54622,168,30 Hour Construction Industry,,,75
54623,168,30 Hour Construction Industry,,,79
54623,5,Occupational Safety and Health Standards for the Construction Industry,,,93
54625,165,10 Hour Construction Industry,,,96
54626,167,30 Hour  General Industry,,,75
54627,165,10 Hour Construction Industry,,,91
54628,166,10 Hour General Industry,,,91
54629,166,10 Hour General Industry,,,78
54630,168,30 Hour Construction Industry,,,74
54631,168,30 Hour Construction Industry,,,84
54631,95,OSHA Personal Protective Equipment for General Industry,,,82
54632,165,10 Hour Construction Industry,,,77
54632,66,Hazardous Waste Operations and Emergency Response,,,75
54633,165,10 Hour Construction Industry,,,73
54634,166,10 Hour General Industry,,,91
54636,165,10 Hour Construction Industry,,,95
54636,84,OSHA Stairways and Ladders Course,,,94
54640,165,10 Hour Construction Industry,,,95
54640,83,OSHA Fall Protection Course,,,91
54641,168,30 Hour Construction Industry,,,94
54641,5,Occupational Safety and Health Standards for the Construction Industry,,,93
54642,88,OSHA Bloodborne Pathogens Course,,,72
54643,165,10 Hour Construction Industry,,,71
54644,165,10 Hour Construction Industry,,,82
54644,66,Hazardous Waste Operations and Emergency Response,,,98
54647,168,30 Hour Construction Industry,,,73
54648,83,OSHA Fall Protection Course,,,98
54649,6,Occupational Safety and Health Standards for General Industry,,,76
54650,165,10 Hour Construction Industry,,,94
54650,88,OSHA Bloodborne Pathogens Course,,,77
54650,93,OSHA Lockout and Tagout for General Industry,,,80
54651,165,10 Hour Construction Industry,,,89
54652,168,30 Hour Construction Industry,,,85
54653,86,Introduction to OSHA for General Industry,,,92
54653,88,OSHA Bloodborne Pathogens Course,,,97
54654,166,10 Hour General Industry,,,78
54657,165,10 Hour Construction Industry,,,81
54659,165,10 Hour Construction Industry,,,79
54662,168,30 Hour Construction Industry,,,94
54662,5,Occupational Safety and Health Standards for the Construction Industry,,,100
54663,165,10 Hour Construction Industry,,,76
54663,168,30 Hour Construction Industry,,,80
54664,145,4 Hour Record Keeping,,,78
54664,165,10 Hour Construction Industry,,,93.5
54664,66,Hazardous Waste Operations and Emergency Response,,,84
54665,166,10 Hour General Industry,,,72
54665,168,30 Hour Construction Industry,,,78
54665,65,Hazardous Waste Operations and Emergency Response,,,84
54666,165,10 Hour Construction Industry,,,72
54666,5,Occupational Safety and Health Standards for the Construction Industry,,,75
54666,93,OSHA Lockout and Tagout for General Industry,,,71
54669,168,30 Hour Construction Industry,,,95
54670,166,10 Hour General Industry,,,73
54671,167,30 Hour  General Industry,,,77
54671,168,30 Hour Construction Industry,,,88
54671,66,Hazardous Waste Operations and Emergency Response,,,73
54672,165,10 Hour Construction Industry,,,90
54673,66,Hazardous Waste Operations and Emergency Response,,,71
54674,166,10 Hour General Industry,,,85
54676,165,10 Hour Construction Industry,,,80
54676,6,Occupational Safety and Health Standards for General Industry,,,86
54677,6,Occupational Safety and Health Standards for General Industry,,,92
54678,83,OSHA Fall Protection Course,,,74
54680,165,10 Hour Construction Industry,,,91
54681,165,10 Hour Construction Industry,,,79
54682,168,30 Hour Construction Industry,,,79.5
54682,74,OSHA Welding and Cutting for Construction,,,78
54683,88,OSHA Bloodborne Pathogens Course,,,84
54686,168,30 Hour Construction Industry,,,88
54686,83,OSHA Fall Protection Course,,,79
54686,88,OSHA Bloodborne Pathogens Course,,,82
54687,167,30 Hour  General Industry,,,75
54687,66,Hazardous Waste Operations and Emergency Response,,,77
54688,165,10 Hour Construction Industry,,,78
54688,168,30 Hour Construction Industry,,,76
54689,165,10 Hour Construction Industry,,,93
54689,6,Occupational Safety and Health Standards for General Industry,,,87
54690,65,Hazardous Waste Operations and Emergency Response,,,88
54691,166,10 Hour General Industry,,,86
54691,5,Occupational Safety and Health Standards for the Construction Industry,,,82
54692,167,30 Hour  General Industry,,,87
54694,165,10 Hour Construction Industry,,,99
54694,168,30 Hour Construction Industry,,,82
54696,165,10 Hour Construction Industry,,,95.33333333
54696,166,10 Hour General Industry,,,94
54697,165,10 Hour Construction Industry,,,98
54697,168,30 Hour Construction Industry,,,91
54697,66,Hazardous Waste Operations and Emergency Response,,,94
54697,93,OSHA Lockout and Tagout for General Industry,,,74
54698,165,10 Hour Construction Industry,,,97
54699,165,10 Hour Construction Industry,,,92
54699,166,10 Hour General Industry,,,98
54699,5,Occupational Safety and Health Standards for the Construction Industry,,,81
54700,5,Occupational Safety and Health Standards for the Construction Industry,,,96
54700,66,Hazardous Waste Operations and Emergency Response,,,78
54700,83,OSHA Fall Protection Course,,,84
54703,6,Occupational Safety and Health Standards for General Industry,,,86
54705,165,10 Hour Construction Industry,,,78
54705,166,10 Hour General Industry,,,99
54705,5,Occupational Safety and Health Standards for the Construction Industry,,,87
54705,83,OSHA Fall Protection Course,,,97
54706,165,10 Hour Construction Industry,,,94
54706,66,Hazardous Waste Operations and Emergency Response,,,95
54707,5,Occupational Safety and Health Standards for the Construction Industry,,,83
54707,88,OSHA Bloodborne Pathogens Course,,,74
54708,167,30 Hour  General Industry,,,96
54710,168,30 Hour Construction Industry,,,96
54711,165,10 Hour Construction Industry,,,100
54711,166,10 Hour General Industry,,,79
54713,166,10 Hour General Industry,,,96
54715,165,10 Hour Construction Industry,,,76
54715,168,30 Hour Construction Industry,,,78
54715,83,OSHA Fall Protection Course,,,87
54716,165,10 Hour Construction Industry,,,94
54716,6,Occupational Safety and Health Standards for General Industry,,,71
54718,93,OSHA Lockout and Tagout for General Industry,,,75
54719,165,10 Hour Construction Industry,,,83
54719,166,10 Hour General Industry,,,76
54720,165,10 Hour Construction Industry,,,86
54722,166,10 Hour General Industry,,,74
54723,165,10 Hour Construction Industry,,,84
54723,166,10 Hour General Industry,,,89
54725,66,Hazardous Waste Operations and Emergency Response,,,84
54726,168,30 Hour Construction Industry,,,94
54727,166,10 Hour General Industry,,,96
54728,165,10 Hour Construction Industry,,,98
54729,165,10 Hour Construction Industry,,,82
54729,166,10 Hour General Industry,,,92
54729,168,30 Hour Construction Industry,,,71
54730,76,OSHA Rigging and Material Handling,,,80
54731,168,30 Hour Construction Industry,,,74
54733,165,10 Hour Construction Industry,,,86
54734,165,10 Hour Construction Industry,,,78
54734,82,OSHA Personal Protective Equipment,,,87
54735,166,10 Hour General Industry,,,86
54736,165,10 Hour Construction Industry,,,84
54737,82,OSHA Personal Protective Equipment,,,75
54738,168,30 Hour Construction Industry,,,100
54738,68,Introduction to OSHA,,,98
54738,83,OSHA Fall Protection Course,,,91
54739,88,OSHA Bloodborne Pathogens Course,,,88
54739,96,OSHA Fire Detection and Protection for General Industry,,,90
54740,165,10 Hour Construction Industry,,,89
54741,167,30 Hour  General Industry,,,75
54742,166,10 Hour General Industry,,,97
54743,165,10 Hour Construction Industry,,,76
54743,5,Occupational Safety and Health Standards for the Construction Industry,,,81
54743,66,Hazardous Waste Operations and Emergency Response,,,83
54744,165,10 Hour Construction Industry,,,82
54744,168,30 Hour Construction Industry,,,98
54745,165,10 Hour Construction Industry,,,98
54746,66,Hazardous Waste Operations and Emergency Response,,,99
54747,165,10 Hour Construction Industry,,,99
54747,168,30 Hour Construction Industry,,,93
54747,89,OSHA Confined Space Entry for General Industry,,,88
54748,167,30 Hour  General Industry,,,81
54748,6,Occupational Safety and Health Standards for General Industry,,,93
54749,166,10 Hour General Industry,,,76
54749,6,Occupational Safety and Health Standards for General Industry,,,89
54751,83,OSHA Fall Protection Course,,,75
54752,165,10 Hour Construction Industry,,,92
54752,6,Occupational Safety and Health Standards for General Industry,,,90
54753,165,10 Hour Construction Industry,,,85
54753,166,10 Hour General Industry,,,75
54753,6,Occupational Safety and Health Standards for General Industry,,,94
54753,78,OSHA Electrical for Construction,,,73
54754,168,30 Hour Construction Industry,,,79
54756,165,10 Hour Construction Industry,,,93
54757,83,OSHA Fall Protection Course,,,72
54757,93,OSHA Lockout and Tagout for General Industry,,,76
54760,168,30 Hour Construction Industry,,,80
54761,168,30 Hour Construction Industry,,,97
54761,66,Hazardous Waste Operations and Emergency Response,,,98
54763,165,10 Hour Construction Industry,,,94
54763,166,10 Hour General Industry,,,90
54763,167,30 Hour  General Industry,,,98
54763,66,Hazardous Waste Operations and Emergency Response,,,71
